Unnamed: 0,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
14183,16,45.0,2161.0,-0.27,27.1,94,72.2,101,7,8.0,8.0,6.99999999999999,90,1
22927,16,51.0,1855.0,-0.58,18.4,91,22.0,96,7,8.0,24.0,30.0,70,1
21399,15,81.0,2294.0,0.42,52.2,91,87.5,101,18,3.2,8.0,9.99999999999998,70,1
4355,16,89.0,2560.0,0.25,82.0,95,26.3,62,6,16.1,4.7,2.99999999999999,90,0
9144,15,39.0,2018.0,-0.72,25.9,99,18.8,72,5,16.1,0.0,64.0,70,1
8211,15,47.0,2367.0,0.17,51.4,99,65.1,75,7,16.1,0.0,19.0,70,1
3999,16,70.0,3143.0,0.5,81.2,95,26.3,70,6,16.1,4.7,2.99999999999999,80,0
13144,15,102.0,2899.0,0.26,17.6,91,23.9,94,18,3.2,8.0,0.999999999999988,90,0
19421,19,80.0,2908.0,0.23,62.4,93,89.4,83,7,6.4,4.8,28.0,80,1
4022,16,87.0,2507.0,0.0,27.1,95,26.3,65,6,16.1,4.7,0.999999999999988,90,0
8403,15,65.0,2359.0,0.48,34.5,89,46.7,77,7,16.1,0.0,30.0,70,0
12259,15,91.0,2597.0,-0.31,17.3,91,24.3,89,18,3.2,0.0,17.0,70,1
3883,16,68.0,2456.0,0.24,43.5,95,26.3,70,6,16.1,4.7,8.99999999999999,70,1
10287,15,0.0,906.0,0.0,22.0,103,23.5,70,5,16.1,0.0,85.0,70,4
12916,15,81.0,2346.0,0.53,16.1,91,22.0,104,18,3.2,0.0,2.99999999999999,70,0
685,15,81.0,2384.0,0.18,34.5,92,38.8,66,9,16.1,2.4,8.99999999999999,70,0
5460,14,0.0,894.0,0.0,22.0,103,24.7,70,7,16.1,0.0,8.99999999999999,70,0
19254,19,68.0,1943.0,0.42,85.1,94,91.8,81,7,6.4,4.8,15.0,90,0
4881,16,74.0,2130.0,-0.22,25.5,95,26.3,60,6,16.1,1.3,11.0,90,0
5594,14,90.0,3249.0,0.0,82.0,91,87.5,73,7,16.1,0.0,2.99999999999999,90,0
16962,19,86.0,2469.0,-0.48,85.5,94,92.9,89,7,5.6,9.6,1.99999999999998,70,0
242,15,88.0,2527.0,0.0,82.0,90,81.2,63,9,16.1,2.4,12.0,90,0
15839,16,76.0,2733.0,0.14,17.6,91,23.9,94,7,8.0,24.0,8.99999999999999,90,0
3002,16,64.0,1835.0,-0.48,62.7,95,26.3,68,6,16.1,1.3,13.0,90,1
1335,15,0.0,903.0,-0.79,22.0,102,25.5,69,9,8.0,2.4,102.0,90,6
12989,15,79.0,2269.0,-0.4,71.4,94,92.2,102,7,8.0,0.0,5.99999999999998,60,0
1696,15,3.99999999999999,1811.0,0.47,24.7,94,33.7,71,7,6.4,1.5,94.0,50,3
8893,15,55.0,2794.0,0.3,27.8,88,17.3,74,7,16.1,0.0,13.0,70,0
614,15,83.0,2386.0,-0.21,26.7,82,18.4,64,7,8.0,0.0,3.99999999999998,70,0
12064,15,88.0,2545.0,0.0,85.5,94,92.5,97,18,3.2,0.0,42.0,90,1
22174,15,82.0,2964.0,0.51,63.9,94,90.2,110,18,3.2,8.0,9.99999999999998,70,2
11771,15,0.0,658.0,0.0,12.5,92,23.5,102,18,3.2,0.0,8.99999999999999,70,0
6466,14,43.0,2154.0,0.59,34.5,100,49.8,76,5,16.1,0.0,41.0,70,2
14122,16,80.0,2897.0,0.19,85.5,94,92.5,102,7,8.0,24.0,9.99999999999998,90,0
18183,19,81.0,2924.0,-0.23,64.3,93,89.8,84,35,8.0,0.0,2.99999999999999,70,0
2357,15,63.0,2260.0,1.05,77.6,95,26.3,72,9,8.0,2.4,16.0,80,2
306,15,86.0,3150.0,0.25,80.4,91,86.3,67,9,16.1,2.4,15.0,90,1
19345,19,66.0,2384.0,0.34,78.8,94,92.2,81,7,6.4,4.8,14.0,80,1
12398,15,100.0,2934.0,-0.2,18.0,91,23.9,101,18,3.2,8.0,2.99999999999999,90,0
372,15,68.0,2462.0,0.0,71.0,92,78.4,70,9,16.1,2.4,1.99999999999998,90,0
5605,14,92.0,2655.0,0.0,82.0,89,82.0,74,7,16.1,0.0,15.0,90,0
11486,16,7.99999999999999,888.0,-0.4,22.4,105,25.5,74,6,16.1,0.0,8.99999999999999,70,1
23015,15,58.0,2776.0,-0.4,21.6,94,85.1,98,18,3.2,8.0,15.0,70,3
22282,19,97.0,2755.0,-0.23,17.3,91,22.7,87,35,8.0,0.0,0.999999999999988,90,0
2997,16,75.0,2210.0,-0.29,39.6,95,26.3,68,6,16.1,1.3,12.0,80,2
6049,14,62.0,2244.0,0.0,37.3,95,57.6,77,5,16.1,0.0,47.0,70,1
13125,15,91.0,2608.0,-0.23,16.9,94,23.5,106,18,3.2,8.0,0.999999999999988,90,0
1066,15,52.0,2656.0,0.34,82.0,86,81.2,74,9,8.0,2.4,4.99999999999999,90,1
22903,16,0.0,1287.0,-0.81,22.0,95,26.3,65,6,16.1,4.7,47.0,50,2
18776,19,60.0,2884.0,0.0,18.0,92,24.7,92,7,6.4,0.0,16.0,80,1
6047,14,64.0,2310.0,0.0,29.0,96,29.4,78,5,16.1,0.0,47.0,70,1
8306,15,0.0,900.0,0.0,22.0,100,25.1,78,7,16.1,0.0,63.0,70,5
19739,19,96.0,2737.0,0.22,18.0,92,23.9,84,7,5.6,9.6,12.0,50,1
8749,15,27.0,1559.0,0.22,78.4,89,77.6,72,7,16.1,0.0,54.0,70,5
2204,15,89.0,2561.0,0.19,27.5,95,26.3,70,9,8.0,2.4,1.99999999999998,90,0
17085,19,81.0,2340.0,0.15,82.4,94,90.2,81,7,6.4,4.8,46.0,90,2
6898,14,0.0,0.0,0.0,27.8,99,0.0,87,5,16.1,0.0,57.0,70,3
17455,19,78.0,2205.0,0.24,16.1,93,20.8,87,7,6.4,0.0,14.0,70,0
13459,15,40.0,1922.0,0.57,15.7,94,47.5,93,18,3.2,0.0,186.0,60,9
4424,16,86.0,2464.0,-0.27,80.4,95,26.3,61,6,16.1,4.7,5.99999999999998,80,0
18293,19,73.0,3482.0,0.23,25.5,94,88.6,81,18,3.2,8.8,3.99999999999998,60,1
5409,14,0.0,899.0,0.0,22.4,100,25.1,74,7,16.1,0.0,8.99999999999999,70,0
14688,16,87.0,2502.0,0.13,25.1,92,35.3,92,7,8.0,8.0,19.0,90,1
14820,16,91.0,2609.0,-0.13,19.6,91,41.2,93,7,8.0,8.0,17.0,90,1
15417,16,14.0,1093.0,-0.800000000000001,13.7,91,25.1,97,7,8.0,24.0,25.0,90,1
15671,16,56.0,2040.0,0.0,15.7,92,21.6,97,7,8.0,24.0,26.0,60,1
2410,15,50.0,1827.0,-0.26,24.3,95,26.3,65,9,8.0,2.4,2.99999999999999,50,0
22045,19,100.0,3026.0,-0.68,61.6,94,88.6,88,7,5.6,9.6,13.0,90,1
7009,14,46.0,1684.0,-0.25,24.3,96,20.8,77,5,16.1,0.0,20.0,70,1
11653,16,0.0,896.0,0.0,21.6,102,23.1,67,6,16.1,0.0,12.0,70,2
2731,16,65.0,2356.0,0.0,69.8,95,26.3,71,6,16.1,4.7,8.99999999999999,70,1
21454,19,91.0,3294.0,-0.23,18.4,94,24.7,83,7,5.6,9.6,22.0,90,0
20699,20,80.0,2282.0,0.0,16.5,91,22.0,84,18,8.0,0.0,29.0,80,1
18380,19,72.0,2058.0,-0.26,78.4,95,91.0,85,35,8.0,0.0,5.99999999999998,60,0
5607,14,93.0,2662.0,0.13,82.0,88,81.6,76,7,16.1,0.0,16.0,90,0
8182,15,7.99999999999999,891.0,-2.04,21.6,99,23.5,78,7,16.1,0.0,61.0,70,0
23057,15,69.0,2545.0,-0.42,16.9,91,22.4,102,18,3.2,8.0,6.99999999999999,90,1
11599,16,13.0,1126.0,-0.16,20.8,102,17.6,77,6,16.1,0.0,11.0,70,2
12831,15,76.0,2787.0,-0.34,20.0,94,59.6,102,18,3.2,0.0,0.999999999999988,70,0
19368,19,76.0,2798.0,0.36,27.5,93,82.7,84,7,6.4,4.8,53.0,70,6
18335,19,98.0,2825.0,-0.74,18.0,91,24.7,84,35,8.0,0.0,2.99999999999999,70,0
7252,14,29.0,1481.0,0.18,34.1,98,47.8,73,5,16.1,0.0,25.0,70,2
4593,16,58.0,2089.0,0.0,62.4,95,26.3,62,6,16.1,4.7,13.0,70,0
20006,19,104.0,2977.0,0.24,25.5,92,59.6,87,7,5.6,9.6,2.99999999999999,90,1
11325,16,46.0,1676.0,-1.02,24.3,93,18.8,72,6,16.1,0.0,19.0,70,1
1810,15,0.0,891.0,0.0,21.2,95,26.3,78,7,6.4,1.5,96.0,50,3
16573,16,0.0,656.0,0.0,12.5,95,22.7,96,7,8.0,8.0,8.99999999999999,70,1
19304,19,99.0,2849.0,0.24,63.5,93,89.8,85,7,6.4,4.8,18.0,70,0
9974,15,0.0,0.0,0.0,25.9,93,23.5,71,5,16.1,0.0,34.0,70,4
12205,15,54.0,2576.0,0.0,85.5,94,91.8,105,18,3.2,0.0,245.0,70,8
17536,19,87.0,3111.0,0.44,67.5,94,91.8,85,7,6.4,0.0,23.0,60,1
12959,15,94.0,2703.0,0.14,17.3,91,24.3,91,7,8.0,0.0,6.99999999999999,90,0
486,15,70.0,2035.0,-0.76,32.5,93,39.6,68,7,8.0,0.0,196.0,70,1
13356,15,70.0,2528.0,-0.13,16.9,91,22.0,101,18,3.2,8.0,20.0,70,2
13695,15,63.0,2326.0,-0.22,53.7,94,91.8,106,18,3.2,0.0,6.99999999999999,90,0
16222,16,10.0,899.0,-0.0900000000000002,15.3,92,32.5,92,7,8.0,8.0,24.0,70,1
5486,14,77.0,2208.0,0.54,81.2,101,80.4,77,7,16.1,0.0,8.99999999999999,70,0
1910,15,90.0,2599.0,0.0,27.1,95,26.3,69,6,16.1,0.299999999999998,4.99999999999999,60,0
9099,15,0.0,903.0,0.0,21.2,99,23.1,74,5,16.1,0.0,67.0,70,2
7017,14,43.0,1539.0,0.44,81.6,96,77.6,72,5,16.1,0.0,16.0,70,1
22661,15,54.0,1590.0,-0.88,14.9,92,22.0,94,18,3.2,8.0,34.0,60,1
2647,16,66.0,2378.0,-0.22,73.3,95,26.3,68,6,16.1,4.7,12.0,90,2
2257,15,76.0,2184.0,-0.25,82.0,95,26.3,67,9,16.1,2.4,8.99999999999999,70,0
12388,15,100.0,2887.0,-0.26,18.0,92,24.7,96,18,3.2,8.0,6.99999999999999,90,0
22884,16,107.0,3084.0,-0.24,29.0,82,16.5,75,6,16.1,0.0,1.99999999999998,70,0
11666,16,23.0,1915.0,-0.17,33.3,102,48.2,67,6,16.1,0.0,8.99999999999999,70,1
14064,16,81.0,2332.0,0.26,53.7,94,90.6,93,7,8.0,24.0,26.0,90,0
11440,16,7.99999999999999,922.0,0.0,22.7,102,27.5,76,6,16.1,0.0,24.0,70,1
17342,19,105.0,2985.0,0.6,40.0,94,85.1,88,7,6.4,4.8,4.99999999999999,90,0
1648,15,66.0,3368.0,0.53,81.6,101,87.8,62,7,6.4,1.5,0.999999999999988,70,0
13993,16,64.0,2360.0,-0.14,85.5,94,92.5,98,7,8.0,24.0,133.0,90,4
9463,15,0.0,0.0,0.0,25.5,101,0.0,73,5,16.1,0.0,47.0,70,5
4499,16,82.0,2393.0,-0.53,35.7,95,26.3,63,6,16.1,4.7,7.99999999999998,90,0
21886,16,0.0,643.0,0.0,13.3,94,35.3,96,7,8.0,8.0,8.99999999999999,70,1
13102,15,42.0,1521.0,-0.39,20.4,94,59.6,102,18,3.2,8.0,23.0,90,0
21435,19,99.0,2820.0,0.23,37.6,91,77.3,88,35,8.0,0.0,4.99999999999999,50,0
7581,15,34.0,1701.0,0.37,82.0,101,80.0,75,5,16.1,0.0,29.0,70,1
16921,19,75.0,2702.0,0.0,85.1,94,91.0,81,7,5.6,9.6,8.99999999999999,70,0
13912,16,63.0,2317.0,-0.95,50.6,94,85.5,101,7,8.0,24.0,52.0,90,2
21566,15,90.0,3234.0,-0.13,19.6,93,29.8,88,18,3.2,0.0,99.0,70,5
5454,14,0.0,904.0,0.0,22.4,103,25.5,67,7,16.1,0.0,8.99999999999999,70,0
2326,15,62.0,2233.0,0.0,82.0,95,26.3,62,9,8.0,2.4,15.0,60,1
12175,15,81.0,2314.0,-0.42,16.5,94,22.4,104,18,3.2,0.0,15.0,90,0
20828,20,104.0,2957.0,0.16,18.0,92,23.9,80,18,8.0,0.0,13.0,90,0
12389,15,98.0,2807.0,-0.26,17.6,91,24.7,96,18,3.2,8.0,6.99999999999999,90,0
9345,15,45.0,2299.0,-0.37,34.5,102,47.8,68,5,16.1,0.0,30.0,70,2
119,15,79.0,2841.0,0.27,34.9,104,45.1,69,9,16.1,2.4,25.0,70,1
10967,16,55.0,2029.0,-0.24,81.2,89,80.4,76,5,16.1,0.0,33.0,90,0
10093,15,5.0,1921.0,0.24,30.2,101,59.2,78,5,16.1,0.0,50.0,70,2
13088,15,57.0,2092.0,0.27,85.1,94,92.5,113,18,3.2,8.0,3.99999999999998,90,1
4701,16,86.0,2464.0,0.24,40.4,95,26.3,61,6,16.1,1.3,15.0,90,1
2113,15,55.0,2817.0,0.46,82.0,95,26.3,69,9,8.0,2.4,6.99999999999999,90,1
22107,16,85.0,3088.0,0.21,71.4,93,91.8,102,7,8.0,24.0,15.0,90,0
10616,15,38.0,1934.0,0.68,25.5,101,23.5,71,5,16.1,0.0,38.0,70,1
16303,16,2.99999999999999,2069.0,0.0,37.3,94,80.8,96,7,8.0,8.0,8.99999999999999,70,1
1789,15,20.0,1501.0,-2.62,23.1,95,26.3,78,7,6.4,1.5,96.0,50,3
2464,16,60.0,2222.0,-0.68,25.9,95,26.3,66,6,16.1,4.7,20.0,70,1
1348,15,7.99999999999999,1322.0,-0.42,24.7,103,18.8,64,9,8.0,2.4,103.0,90,6
9265,15,40.0,2108.0,-1.73,25.5,97,18.8,76,5,16.1,0.0,58.0,70,1
14842,16,93.0,2685.0,0.21,23.1,91,52.9,94,7,8.0,8.0,3.99999999999998,70,0
20125,20,116.0,3309.0,-0.48,18.0,94,21.2,81,7,8.0,0.0,3.99999999999998,90,0
5592,14,89.0,3226.0,0.0,82.0,92,87.1,74,7,16.1,0.0,3.99999999999998,90,0
9046,15,65.0,1887.0,-1.08,25.1,97,19.2,77,5,16.1,0.0,25.0,70,1
19412,19,96.0,2739.0,-0.24,17.6,92,24.3,83,7,6.4,4.8,221.0,90,10
22489,15,82.0,3008.0,0.0,82.0,89,85.1,61,9,16.1,2.4,17.0,90,2
20105,20,118.0,3406.0,-0.24,18.0,94,20.4,88,7,8.0,0.0,3.99999999999998,90,1
23061,15,102.0,2934.0,0.0,18.0,91,24.7,110,18,3.2,8.0,85.0,80,1
21145,20,13.0,1009.0,0.17,16.1,91,51.0,74,7,8.0,0.0,8.99999999999999,70,0
15428,16,26.0,2006.0,0.79,18.8,92,39.2,97,7,8.0,24.0,84.0,70,2
2984,16,76.0,2197.0,-0.55,41.2,95,26.3,63,6,16.1,1.3,14.0,70,1
22243,19,98.0,2787.0,0.0,16.9,94,35.3,92,7,6.4,4.8,24.0,70,2
8793,15,60.0,2168.0,0.24,40.4,89,67.1,77,7,16.1,0.0,67.0,70,1
18051,19,61.0,2952.0,-0.13,41.6,92,88.2,85,7,6.4,0.0,2.99999999999999,70,0
9651,15,6.99999999999999,937.0,-1.33,23.1,102,27.8,69,5,16.1,0.0,55.0,70,6
447,15,79.0,2266.0,0.0,82.0,95,79.6,66,7,8.0,0.0,5.99999999999998,90,1
22109,15,62.0,1789.0,-0.31,15.3,92,21.2,102,18,3.2,0.0,186.0,60,9
23134,19,91.0,3286.0,-0.25,24.3,94,34.5,83,7,6.4,4.8,99.0,70,6
10562,15,0.0,1067.0,-0.17,24.7,98,27.8,75,5,16.1,0.0,20.0,70,0
5033,16,88.0,2508.0,-0.74,27.5,95,26.3,63,6,16.1,4.7,57.0,90,2
16725,18,60.0,2865.0,0.11,27.1,92,71.8,92,7,4.0,8.8,22.0,70,4
8223,15,19.0,1156.0,-1.23,28.2,99,26.3,79,7,16.1,0.0,65.0,70,1
5553,14,88.0,2541.0,0.0,82.0,102,80.8,77,7,16.1,0.0,41.0,90,2
16317,16,0.999999999999997,1064.0,-0.34,13.7,94,23.9,92,7,8.0,8.0,8.99999999999999,70,1
6860,14,45.0,1675.0,-0.5,32.9,99,41.2,74,5,16.1,0.0,42.0,70,1
9688,15,46.0,2346.0,0.24,71.0,98,73.7,75,5,16.1,0.0,36.0,70,2
4666,16,106.0,3049.0,0.41,28.6,95,26.3,63,6,16.1,1.3,15.0,80,0
184,15,79.0,2865.0,0.0,82.0,90,83.9,65,9,16.1,2.4,30.0,70,2
1783,15,14.0,952.0,-1.77,22.7,95,26.3,81,9,16.1,2.4,8.99999999999999,70,0
11262,16,115.0,3289.0,0.0,29.0,90,15.3,73,6,16.1,0.0,19.0,70,2
5353,16,0.0,914.0,-1.51,22.4,95,26.3,75,6,16.1,4.7,8.99999999999999,70,1
8553,15,1.99999999999999,912.0,0.25,21.2,103,23.1,77,7,16.1,0.0,82.0,70,0
10447,15,9.0,896.0,-0.25,24.3,103,32.9,71,5,16.1,0.0,80.0,70,6
10140,15,29.0,2436.0,0.35,47.5,102,72.2,70,5,16.1,0.0,34.0,70,0
11389,16,7.99999999999999,979.0,-0.48,23.9,98,32.2,71,6,16.1,0.0,27.0,70,1
2358,15,64.0,2320.0,0.49,25.9,95,26.3,72,9,8.0,2.4,16.0,80,2
22031,16,48.0,2455.0,0.0,75.7,86,71.4,72,5,16.1,0.0,9.99999999999998,90,0
22968,15,26.0,1356.0,-0.75,22.0,93,17.6,70,7,16.1,0.0,82.0,70,0
13860,15,80.0,2305.0,0.11,52.9,92,91.4,97,18,3.2,0.0,26.0,80,2
14667,16,72.0,2643.0,-0.13,17.3,91,20.4,100,7,8.0,8.0,7.99999999999998,90,0
2302,15,74.0,2671.0,0.0,82.0,95,26.3,70,9,8.0,2.4,3.99999999999998,70,0
3806,16,37.0,2767.0,-0.26,61.2,95,26.3,69,6,16.1,4.7,8.99999999999999,70,1
7698,15,11.0,1833.0,-0.26,37.3,104,74.1,71,5,16.1,0.0,47.0,70,1
20874,20,88.0,2579.0,-0.22,20.0,91,35.7,80,7,8.0,0.0,51.0,70,4
21927,16,97.0,2798.0,-0.45,27.8,95,26.3,63,6,16.1,4.7,40.0,90,1
6222,14,25.0,2103.0,0.18,29.4,96,26.7,81,5,16.1,0.0,21.0,70,1
10558,15,0.999999999999997,1414.0,0.0,29.0,99,69.4,75,5,16.1,0.0,20.0,70,0
18949,19,72.0,2607.0,-0.24,17.3,92,23.9,85,7,6.4,0.0,14.0,70,1
11425,16,13.0,1105.0,0.0,20.4,101,16.1,71,6,16.1,0.0,25.0,70,1
15924,16,80.0,2291.0,-0.26,16.5,91,22.0,89,7,8.0,8.0,0.999999999999988,70,0
12882,15,63.0,2321.0,0.66,53.7,94,91.4,106,18,3.2,0.0,95.0,70,4
3397,16,57.0,2071.0,-0.51,77.6,95,26.3,69,6,16.1,4.7,11.0,90,1
1121,15,57.0,2921.0,0.17,82.0,91,83.1,68,9,8.0,2.4,9.99999999999998,90,2
2989,16,75.0,2153.0,-0.28,41.2,95,26.3,65,6,16.1,1.3,40.0,90,2
4252,16,0.0,914.0,0.0,22.0,95,26.3,63,6,16.1,4.7,20.0,90,1
22393,15,108.0,3111.0,0.0799999999999998,20.0,92,80.0,98,18,3.2,8.0,20.0,80,0
20422,20,93.0,2669.0,-0.5,17.6,91,24.7,80,7,8.0,0.0,8.99999999999999,90,1
6839,14,41.0,2112.0,0.24,35.7,103,52.9,70,5,16.1,0.0,57.0,70,2
2820,16,72.0,2617.0,0.0,82.0,95,26.3,65,6,16.1,1.3,4.99999999999999,90,0
16800,19,94.0,2725.0,-0.25,42.7,94,83.5,85,7,5.6,9.6,38.0,90,4
4865,16,63.0,1821.0,-1.33,24.3,95,26.3,59,6,16.1,1.3,11.0,80,0
1794,15,0.0,916.0,0.0,22.0,95,26.3,75,7,6.4,1.5,96.0,50,3
7985,15,28.0,1460.0,-0.97,22.7,90,17.6,80,7,16.1,0.0,26.0,70,3
2375,15,61.0,2212.0,-0.26,25.9,95,26.3,71,9,8.0,2.4,6.99999999999999,70,1
19481,19,69.0,2473.0,-0.24,52.5,94,86.7,83,7,6.4,4.8,29.0,60,1
15620,16,58.0,2132.0,0.11,16.1,92,21.6,98,7,8.0,24.0,32.0,70,1
19632,19,99.0,2860.0,-0.31,21.6,93,45.9,83,7,6.4,4.8,17.0,80,0
533,15,74.0,2685.0,-0.24,34.1,95,33.3,70,7,8.0,0.0,99.0,70,5
18588,19,48.0,3499.0,1.27,35.7,95,87.8,84,7,6.4,0.0,104.0,90,3
1902,15,86.0,2456.0,0.25,26.3,95,26.3,66,6,16.1,0.299999999999998,5.99999999999998,70,0
2328,15,59.0,2229.0,-0.52,25.5,95,26.3,62,9,8.0,2.4,15.0,60,1
2063,15,65.0,3208.0,0.45,81.2,95,26.3,68,9,8.0,2.4,75.0,90,7
11717,15,0.0,672.0,0.0,12.5,97,23.1,98,18,3.2,0.0,8.99999999999999,70,0
4138,16,0.0,913.0,0.0,22.0,95,26.3,67,6,16.1,4.7,22.0,80,1
3547,16,35.0,1184.0,-3.84,29.0,95,26.3,63,6,16.1,4.7,15.0,50,0
7610,15,21.0,1798.0,-0.71,25.1,98,20.0,73,5,16.1,0.0,53.0,70,1
22305,15,58.0,2753.0,0.12,61.2,94,89.4,100,18,3.2,8.0,14.0,60,2
19526,19,90.0,2583.0,-0.71,40.0,94,87.5,84,7,6.4,4.8,11.0,90,0
