Unnamed: 0,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
13322,15,74.0,2740.0,0.2,17.6,91,23.9,96,18,3.2,8.0,2.99999999999999,90,0
11489,16,16.0,2469.0,0.66,74.5,105,79.6,74,6,16.1,0.0,8.99999999999999,70,1
14795,16,104.0,2982.0,-0.26,18.0,93,24.3,106,7,8.0,8.0,1.99999999999998,90,0
15194,16,64.0,1867.0,0.13,42.7,93,89.0,104,7,8.0,8.0,47.0,70,2
4361,16,96.0,2745.0,0.24,69.8,95,26.3,59,6,16.1,4.7,3.99999999999998,90,0
17947,19,69.0,2541.0,-0.51,16.9,91,23.5,85,7,6.4,0.0,3.99999999999998,80,0
12595,15,80.0,2284.0,-0.0999999999999999,53.3,92,92.2,104,18,3.2,8.0,1.99999999999998,90,0
20007,19,104.0,2981.0,-0.22,17.3,92,20.8,87,7,5.6,9.6,3.99999999999998,90,1
6094,14,93.0,2665.0,0.26,82.0,92,80.4,74,5,16.1,0.0,4.99999999999999,70,0
11859,15,70.0,2543.0,0.0,17.3,96,36.9,102,18,3.2,0.0,7.99999999999998,70,0
18151,19,96.0,2742.0,0.24,17.3,91,22.7,84,35,8.0,0.0,2.99999999999999,90,0
15686,16,64.0,2358.0,0.0,16.5,90,23.1,104,7,8.0,24.0,39.0,60,1
3557,16,0.0,1275.0,0.0,23.9,95,26.3,63,6,16.1,4.7,14.0,50,0
11817,15,0.0,654.0,0.0,12.9,95,24.7,98,18,3.2,0.0,8.99999999999999,70,0
1353,15,10.0,1636.0,-0.52,24.7,103,18.8,64,9,8.0,2.4,103.0,90,6
21926,19,92.0,3338.0,0.22,71.8,95,95.7,84,7,6.4,4.8,5.99999999999998,80,1
5683,14,85.0,3091.0,-0.37,32.5,88,31.0,71,7,16.1,0.0,11.0,70,0
15255,16,66.0,2380.0,0.26,54.5,94,89.8,96,7,8.0,8.0,57.0,90,2
1590,15,70.0,2529.0,0.17,82.0,83,82.7,69,6,16.1,0.299999999999998,2.99999999999999,50,0
12312,15,105.0,3011.0,0.48,18.0,91,25.5,100,18,3.2,0.0,1.99999999999998,90,0
6117,14,48.0,1764.0,-0.46,24.3,88,31.0,71,5,16.1,0.0,34.0,70,2
10962,16,55.0,2776.0,0.0,74.1,88,77.6,76,5,16.1,0.0,15.0,90,0
4833,16,91.0,2613.0,-1.18,27.1,95,26.3,69,6,16.1,1.3,27.0,90,1
19507,19,100.0,3610.0,0.16,29.4,94,74.1,81,7,6.4,4.8,30.0,70,0
2419,15,54.0,1959.0,0.2,24.7,95,26.3,65,9,8.0,2.4,1.99999999999998,90,0
6551,14,40.0,2064.0,-0.49,25.9,99,17.6,75,5,16.1,0.0,72.0,70,5
10441,15,15.0,1996.0,-0.24,26.3,103,20.8,74,5,16.1,0.0,92.0,70,8
10961,16,54.0,2745.0,0.24,62.0,88,75.3,76,5,16.1,0.0,16.0,90,0
16604,18,0.0,656.0,0.0,12.9,95,23.9,80,7,4.0,8.8,8.99999999999999,70,0
9939,15,64.0,2328.0,0.48,82.0,103,70.6,72,5,16.1,0.0,25.0,70,1
3950,16,74.0,2134.0,0.27,82.0,95,26.3,59,6,16.1,4.7,13.0,90,0
983,15,74.0,2684.0,0.0,82.0,101,80.8,66,9,8.0,2.4,30.0,90,1
18696,19,78.0,2233.0,-0.23,85.5,94,93.7,81,7,6.4,0.0,9.99999999999998,70,2
2089,15,53.0,2700.0,-0.73,35.7,95,26.3,68,9,8.0,2.4,8.99999999999999,90,0
5124,16,99.0,2833.0,0.24,35.7,95,26.3,65,6,16.1,4.7,11.0,90,0
6311,14,53.0,1925.0,0.24,34.1,100,49.4,76,5,16.1,0.0,89.0,70,6
15728,16,63.0,2306.0,-0.13,16.5,90,22.7,98,7,8.0,24.0,9.99999999999998,80,0
6947,14,37.0,1870.0,0.44,59.6,97,74.5,72,5,16.1,0.0,49.0,70,5
22591,16,63.0,1827.0,-0.15,15.7,93,22.4,97,7,8.0,24.0,26.0,90,3
15239,16,60.0,2240.0,-0.59,20.0,94,25.5,96,7,8.0,8.0,16.0,70,0
5611,14,93.0,2681.0,0.0,82.0,88,82.0,77,7,16.1,0.0,17.0,90,0
6686,14,0.0,895.0,0.0,21.6,103,22.4,71,5,16.1,0.0,132.0,70,10
11446,16,11.0,950.0,0.43,26.7,103,42.4,76,6,16.1,0.0,22.0,70,1
7527,15,28.0,2296.0,-0.23,29.4,100,22.4,77,5,16.1,0.0,77.0,70,1
18882,19,79.0,2839.0,0.18,20.4,94,38.4,88,7,6.4,0.0,35.0,90,2
20407,20,96.0,2728.0,0.0,44.7,94,88.6,79,7,8.0,0.0,59.0,90,4
18125,19,92.0,3340.0,0.0,18.0,92,56.5,80,35,8.0,0.0,13.0,80,0
18314,19,92.0,2614.0,0.23,17.3,91,22.7,85,35,8.0,0.0,1.99999999999998,60,0
3155,16,64.0,2306.0,0.0,80.4,95,26.3,69,6,16.1,1.3,35.0,60,1
22604,20,117.0,3352.0,-0.49,18.4,93,24.3,81,7,8.0,0.0,40.0,90,1
3534,16,76.0,2188.0,0.25,25.9,95,26.3,68,6,16.1,4.7,15.0,50,0
2561,16,64.0,2315.0,-0.26,26.3,95,26.3,70,6,16.1,4.7,8.99999999999999,70,1
8642,15,64.0,2351.0,-0.26,47.1,90,22.4,77,7,16.1,0.0,7.99999999999998,70,0
17762,19,76.0,3631.0,0.17,19.2,93,25.9,84,7,6.4,0.0,3.99999999999998,70,0
5132,16,92.0,2639.0,-0.44,27.5,95,26.3,61,6,16.1,4.7,3.99999999999998,90,0
9814,15,0.0,895.0,0.0,21.6,99,23.1,75,5,16.1,0.0,45.0,70,2
6763,14,0.0,908.0,0.0,22.4,100,25.5,74,5,16.1,0.0,60.0,70,2
17771,19,79.0,2820.0,0.24,28.6,91,68.2,85,7,6.4,0.0,5.99999999999998,90,0
19176,19,92.0,2652.0,-0.15,85.5,94,91.0,81,7,6.4,4.8,1.99999999999998,90,0
14107,16,80.0,2306.0,-0.71,56.1,94,91.0,96,7,8.0,24.0,15.0,80,0
3207,16,79.0,2871.0,-0.46,41.2,95,26.3,66,6,16.1,1.3,26.0,90,1
10542,15,5.0,1685.0,-0.64,35.3,102,72.9,75,5,16.1,0.0,21.0,70,0
572,15,80.0,2879.0,0.66,34.1,86,40.0,68,7,8.0,0.0,13.0,90,0
6338,14,28.0,1063.0,-1.6,21.6,100,20.8,73,5,16.1,0.0,81.0,70,6
3498,16,77.0,2777.0,0.0,82.0,95,26.3,65,6,16.1,4.7,67.0,50,1
14890,16,32.0,1215.0,-1.3,16.5,91,30.6,88,7,8.0,8.0,2.99999999999999,70,0
9787,15,18.0,2636.0,0.7,35.3,98,27.8,76,5,16.1,0.0,72.0,70,3
16567,16,0.0,662.0,0.0,12.5,94,23.1,96,7,8.0,8.0,8.99999999999999,70,1
16845,19,79.0,2280.0,0.0,85.5,94,93.7,84,7,5.6,9.6,1.99999999999998,90,0
2829,16,71.0,2569.0,0.0,74.9,95,26.3,67,6,16.1,1.3,7.99999999999998,90,0
9544,15,24.0,1356.0,0.0,21.6,103,29.4,75,5,16.1,0.0,88.0,70,6
11450,16,9.0,863.0,0.0,27.1,103,36.9,76,6,16.1,0.0,24.0,70,1
20175,20,92.0,2633.0,0.28,58.0,92,79.2,79,7,8.0,0.0,1.99999999999998,90,0
3874,16,60.0,2173.0,-0.25,32.2,95,26.3,66,6,16.1,4.7,19.0,90,0
14930,16,92.0,2657.0,0.27,28.6,94,74.1,102,7,8.0,8.0,2.99999999999999,90,0
14603,16,76.0,2768.0,0.13,85.1,93,91.0,92,7,8.0,8.0,26.0,90,0
1109,15,56.0,2825.0,-0.18,58.8,90,77.6,70,9,8.0,2.4,4.99999999999999,50,0
22109,15,62.0,1789.0,-0.31,15.3,92,21.2,102,18,3.2,0.0,186.0,60,9
16844,19,79.0,2278.0,0.0,85.5,94,93.7,84,7,5.6,9.6,1.99999999999998,90,0
7080,14,46.0,2330.0,-0.23,26.7,103,18.0,75,5,16.1,0.0,68.0,70,2
22946,16,43.0,3289.0,0.21,27.1,92,67.8,100,7,8.0,24.0,27.0,90,3
22503,15,60.0,2149.0,0.96,54.5,92,91.4,100,18,3.2,8.0,7.99999999999998,50,3
16770,19,91.0,2607.0,0.0,58.8,94,89.8,88,7,5.6,9.6,5.99999999999998,90,0
17564,19,72.0,2586.0,0.25,76.9,93,91.0,87,7,6.4,0.0,14.0,70,1
14405,16,6.99999999999999,973.0,0.3,14.1,95,28.6,94,7,8.0,8.0,13.0,70,0
212,15,82.0,2944.0,0.17,82.0,89,84.7,61,9,16.1,2.4,17.0,90,2
17237,19,96.0,3483.0,-0.44,19.2,94,25.9,84,7,6.4,4.8,19.0,70,0
3913,16,79.0,2260.0,-0.25,26.7,95,26.3,64,6,16.1,4.7,11.0,90,1
10685,15,62.0,2297.0,-0.24,38.4,98,69.4,74,5,16.1,0.0,4.99999999999999,70,0
7311,14,0.0,0.0,0.0,27.5,102,0.0,81,5,16.1,0.0,29.0,70,2
7836,15,0.0,906.0,0.0,22.0,98,24.3,78,5,16.1,0.0,37.0,70,2
6116,14,50.0,1834.0,-0.52,24.3,88,19.2,71,5,16.1,0.0,33.0,70,2
10682,15,60.0,2186.0,0.13,41.6,99,72.5,73,5,16.1,0.0,4.99999999999999,70,0
6121,14,41.0,1494.0,-0.76,22.7,88,17.3,71,5,16.1,0.0,37.0,70,2
11299,16,94.0,2710.0,0.0,29.0,92,17.6,75,6,16.1,0.0,11.0,90,1
6165,14,25.0,1011.0,-0.71,23.9,97,26.7,74,5,16.1,0.0,36.0,70,2
18245,19,19.0,1485.0,-0.35,14.5,93,19.6,81,18,3.2,8.8,96.0,50,9
1053,15,48.0,1747.0,-0.23,82.0,85,87.1,72,9,8.0,2.4,6.99999999999999,90,1
13098,15,52.0,1941.0,-0.7,22.7,94,45.5,109,18,3.2,8.0,9.99999999999998,80,0
18165,19,97.0,2769.0,-1.18,18.0,93,42.4,87,35,8.0,0.0,6.99999999999999,90,0
16019,16,103.0,2950.0,0.0,18.0,90,23.9,100,7,8.0,8.0,3.99999999999998,90,1
4419,16,91.0,2622.0,-0.75,40.8,95,26.3,67,6,16.1,4.7,7.99999999999998,90,0
9666,15,35.0,1796.0,0.71,79.2,102,81.2,74,5,16.1,0.0,46.0,70,6
14315,16,0.0,689.0,-0.33,12.9,94,27.1,93,7,8.0,8.0,12.0,50,0
3262,16,69.0,2411.0,-0.5,42.0,95,26.3,60,6,16.1,1.3,31.0,90,1
14317,16,0.0,678.0,0.0,12.9,94,25.9,93,7,8.0,8.0,12.0,50,0
5020,16,105.0,3016.0,0.17,28.6,95,26.3,64,6,16.1,4.7,0.999999999999988,70,0
15617,16,55.0,1982.0,0.28,24.3,91,65.9,98,7,8.0,24.0,31.0,70,1
16125,16,88.0,2515.0,-0.23,16.9,91,22.4,89,7,8.0,8.0,16.0,90,1
7574,15,24.0,1255.0,-0.53,22.0,102,18.0,76,5,16.1,0.0,30.0,70,1
15979,16,103.0,2937.0,0.11,18.0,90,23.5,98,7,8.0,8.0,15.0,90,1
13835,15,68.0,1944.0,-0.29,21.2,91,28.2,94,18,3.2,0.0,248.0,90,8
12367,15,85.0,2448.0,-2.05,16.9,91,22.7,96,18,3.2,0.0,6.99999999999999,80,1
16584,16,0.0,661.0,0.0,12.5,95,22.4,98,7,8.0,8.0,8.99999999999999,70,1
3477,16,80.0,2286.0,0.0,26.3,95,26.3,65,6,16.1,4.7,40.0,50,1
10837,16,49.0,2537.0,0.69,79.2,97,79.6,73,5,16.1,0.0,87.0,50,6
11616,16,9.0,1451.0,-0.32,22.4,102,16.1,73,6,16.1,0.0,12.0,70,2
9041,15,77.0,2197.0,-0.5,26.3,98,18.4,74,5,16.1,0.0,18.0,70,0
16864,19,85.0,2445.0,0.0,85.5,94,93.3,83,7,5.6,9.6,17.0,90,0
2930,16,79.0,2854.0,0.0,35.7,95,26.3,65,6,16.1,1.3,16.0,90,3
13012,15,115.0,3264.0,0.14,69.8,94,94.5,102,7,8.0,0.0,6.99999999999999,90,0
19460,19,85.0,3045.0,-0.14,66.3,92,83.5,80,7,6.4,4.8,54.0,90,2
16755,19,76.0,2795.0,-0.37,60.8,92,88.2,88,7,5.6,9.6,17.0,90,0
4111,16,0.0,912.0,0.0,22.0,95,26.3,68,6,16.1,4.7,22.0,80,1
3069,16,64.0,1853.0,-1.08,24.7,95,26.3,66,6,16.1,1.3,23.0,90,1
3658,16,63.0,1828.0,0.0,24.3,95,26.3,65,6,16.1,4.7,68.0,50,1
15305,16,69.0,1981.0,0.13,16.1,91,23.9,97,7,8.0,8.0,11.0,90,0
2150,15,28.0,2337.0,0.47,48.6,95,26.3,69,9,8.0,2.4,105.0,90,6
3910,16,78.0,2240.0,0.19,32.9,95,26.3,65,6,16.1,4.7,12.0,90,0
21430,15,98.0,2818.0,-0.0799999999999998,62.4,94,89.8,93,18,3.2,0.0,11.0,70,1
3449,16,71.0,2569.0,0.46,27.8,95,26.3,65,6,16.1,4.7,20.0,50,2
2620,16,54.0,1982.0,0.49,81.6,95,26.3,68,6,16.1,4.7,8.99999999999999,70,1
5999,14,50.0,1321.0,-1.51,29.4,101,22.7,73,5,16.1,0.0,86.0,50,5
7062,14,30.0,2401.0,1.15,82.0,102,71.4,75,5,16.1,0.0,69.0,70,3
2661,16,55.0,1997.0,-0.51,56.1,95,26.3,68,6,16.1,4.7,9.99999999999998,90,1
13939,16,87.0,2497.0,0.41,20.0,94,42.7,100,7,8.0,24.0,12.0,60,0
3928,16,75.0,2166.0,-0.49,38.0,95,26.3,65,6,16.1,4.7,20.0,80,0
17731,19,61.0,2856.0,0.18,71.4,95,89.8,83,7,6.4,0.0,9.99999999999998,90,0
14984,16,117.0,3347.0,-0.22,24.3,93,60.4,97,7,8.0,8.0,2.99999999999999,90,0
5036,16,90.0,2589.0,0.49,32.2,95,26.3,63,6,16.1,4.7,55.0,90,2
8646,15,63.0,1807.0,-0.33,24.7,90,20.8,75,7,16.1,0.0,31.0,70,0
3669,16,49.0,1786.0,-0.51,24.3,95,26.3,69,6,16.1,4.7,52.0,50,2
14574,16,52.0,1929.0,0.12,83.5,94,92.2,96,7,8.0,8.0,69.0,50,1
13631,15,84.0,2382.0,-0.11,60.4,94,91.4,84,18,3.2,0.0,4.99999999999999,80,0
186,15,80.0,2889.0,0.0,82.0,89,83.9,65,9,16.1,2.4,8.99999999999999,70,0
5862,14,80.0,2320.0,-0.25,25.9,93,16.9,76,5,16.1,0.0,17.0,90,1
16211,16,13.0,1031.0,0.0,13.3,92,23.1,92,7,8.0,8.0,24.0,70,1
15488,16,51.0,2443.0,0.0,16.9,91,23.1,100,7,8.0,24.0,22.0,90,0
10499,15,13.0,2102.0,0.25,31.0,103,31.8,74,5,16.1,0.0,32.0,70,3
15155,16,81.0,2340.0,-0.64,16.5,91,23.5,97,7,8.0,8.0,28.0,90,0
11821,15,0.999999999999997,640.0,0.14,14.9,95,37.6,102,18,3.2,0.0,8.99999999999999,70,0
5674,14,89.0,3191.0,-0.25,56.5,88,81.6,68,7,16.1,0.0,14.0,90,1
19695,19,68.0,2019.0,-0.19,85.5,94,91.4,81,7,5.6,9.6,6.99999999999999,90,0
18255,19,6.99999999999999,1661.0,-0.23,14.5,95,22.0,87,18,3.2,8.8,96.0,50,9
16871,19,90.0,2579.0,0.0,82.7,94,91.8,91,7,5.6,9.6,6.99999999999999,90,0
22326,16,57.0,2082.0,-0.24,21.2,95,88.2,102,7,8.0,24.0,34.0,60,1
17957,19,67.0,2423.0,-0.19,16.9,91,22.0,85,7,6.4,0.0,5.99999999999998,80,0
13816,15,88.0,2532.0,0.28,16.9,94,33.3,94,18,3.2,0.0,15.0,90,3
16780,19,82.0,2426.0,-0.69,54.5,94,92.9,76,7,5.6,9.6,8.99999999999999,90,0
15699,16,61.0,2235.0,-0.26,16.5,91,22.7,94,7,8.0,24.0,31.0,90,1
547,15,73.0,2652.0,-0.25,27.5,91,17.6,68,7,8.0,0.0,52.0,80,2
11667,16,23.0,1902.0,-0.55,24.7,102,18.8,70,6,16.1,0.0,8.99999999999999,70,1
21670,19,91.0,2600.0,0.0,17.3,93,23.9,83,7,5.6,9.6,62.0,90,1
4676,16,80.0,2305.0,-1.04,26.3,95,26.3,64,6,16.1,1.3,13.0,70,0
12097,15,78.0,2207.0,0.0999999999999999,53.3,94,92.9,94,18,3.2,0.0,4.99999999999999,90,0
19111,19,93.0,2688.0,0.18,59.2,94,89.0,84,7,6.4,0.0,11.0,70,0
5238,16,39.0,1410.0,-0.47,21.6,95,26.3,67,6,16.1,4.7,8.99999999999999,70,1
4619,16,78.0,2796.0,0.0,46.7,95,26.3,66,6,16.1,4.7,55.0,70,1
17350,19,100.0,2858.0,-0.36,17.6,90,22.7,88,7,6.4,4.8,1.99999999999998,90,0
17598,19,74.0,2708.0,-0.71,23.1,92,25.1,87,7,6.4,0.0,34.0,70,2
5362,16,2.99999999999999,1050.0,-0.25,23.5,95,26.3,75,6,16.1,4.7,8.99999999999999,70,1
7893,15,0.0,900.0,0.0,22.4,97,26.3,81,5,16.1,0.0,26.0,70,1
2912,16,78.0,2805.0,0.0,81.2,95,26.3,64,6,16.1,1.3,3.99999999999998,90,1
16427,16,0.0,652.0,0.0,12.9,94,27.8,84,7,8.0,8.0,12.0,70,2
19225,19,87.0,2512.0,0.23,78.8,94,91.8,79,7,6.4,4.8,2.99999999999999,80,0
5287,16,14.0,1119.0,-0.83,22.4,95,26.3,65,6,16.1,4.7,11.0,70,2
2053,15,44.0,2238.0,0.0,35.3,95,26.3,67,9,8.0,2.4,83.0,90,9
21990,20,96.0,2743.0,-0.24,17.6,91,23.5,78,7,8.0,0.0,2.99999999999999,70,0
2363,15,63.0,2288.0,-0.72,25.9,95,26.3,70,9,8.0,2.4,13.0,90,2
3706,16,12.0,994.0,0.0,23.9,95,26.3,64,6,16.1,4.7,47.0,70,2
4468,16,82.0,2376.0,-0.53,33.7,95,26.3,59,6,16.1,4.7,19.0,90,1
18830,19,76.0,2748.0,0.45,17.6,91,23.5,85,7,6.4,0.0,1.99999999999998,90,0
9578,15,13.0,1214.0,-0.93,22.7,103,24.7,71,5,16.1,0.0,98.0,70,5
22313,18,0.0,663.0,0.0,12.9,95,23.9,76,7,4.0,8.8,8.99999999999999,70,0
6358,14,29.0,1488.0,0.0,35.7,102,69.8,76,5,16.1,0.0,88.0,70,7
13632,15,82.0,2376.0,-0.14,59.6,94,91.0,84,18,3.2,0.0,4.99999999999999,90,0
20132,20,108.0,3070.0,-0.37,18.4,91,25.5,83,7,8.0,0.0,4.99999999999999,90,0
5414,14,0.0,898.0,0.0,22.4,101,24.7,74,7,16.1,0.0,8.99999999999999,70,0
20480,20,93.0,2704.0,-0.47,17.6,92,24.3,88,18,8.0,0.0,11.0,80,0
20065,20,0.0,905.0,-0.46,12.9,92,25.9,92,7,8.0,0.0,1.99999999999998,90,0
12665,15,100.0,2879.0,0.52,17.6,91,23.9,94,18,3.2,8.0,3.99999999999998,90,0
15496,16,34.0,1642.0,-0.27,14.9,91,22.7,102,7,8.0,24.0,15.0,90,1
12227,15,100.0,2901.0,-1.17,17.6,91,24.7,105,18,3.2,0.0,8.99999999999999,90,0
17316,19,94.0,3422.0,0.23,22.4,92,60.4,85,7,6.4,4.8,4.99999999999999,90,0
1826,15,0.0,913.0,0.0,20.8,95,26.3,75,7,6.4,1.5,96.0,50,3
11049,16,77.0,2760.0,0.49,27.8,95,17.3,75,5,16.1,0.0,244.0,90,16
5904,14,65.0,1886.0,-0.79,24.3,97,16.9,76,5,16.1,0.0,14.0,90,1
8884,15,55.0,2824.0,0.19,28.2,87,17.3,72,7,16.1,0.0,61.0,70,3
13952,16,74.0,2685.0,-0.35,29.4,94,61.6,97,7,8.0,24.0,22.0,70,1
13209,15,99.0,2834.0,0.22,67.5,94,90.2,91,18,3.2,8.0,3.99999999999998,90,1
295,15,82.0,2965.0,0.22,82.0,91,85.1,62,9,16.1,2.4,4.99999999999999,70,0
3918,16,77.0,2209.0,-0.18,35.7,95,26.3,64,6,16.1,4.7,20.0,90,1
7465,14,0.0,890.0,0.0,21.6,96,23.1,70,5,16.1,0.0,69.0,70,4
7068,14,38.0,1940.0,0.0,29.0,102,27.8,75,5,16.1,0.0,70.0,70,3
17296,19,98.0,3559.0,0.49,22.4,93,42.0,87,7,6.4,4.8,3.99999999999998,90,0
4124,16,0.0,908.0,0.0,22.0,95,26.3,77,6,16.1,4.7,22.0,80,1
11493,16,17.0,1448.0,0.0,27.5,105,41.6,74,6,16.1,0.0,7.99999999999998,70,1
20217,20,93.0,2676.0,0.16,84.7,91,89.8,85,7,8.0,0.0,2.99999999999999,80,0
21074,20,97.0,2780.0,-0.17,19.2,88,31.0,80,7,8.0,0.0,12.0,70,0
8958,15,47.0,1679.0,0.48,23.9,91,18.4,76,7,16.1,0.0,65.0,70,0
1362,15,25.0,2007.0,-0.25,34.1,104,34.9,64,9,8.0,2.4,104.0,90,6
2516,16,58.0,2081.0,0.0,37.6,95,26.3,68,6,16.1,4.7,40.0,70,1
5794,14,82.0,2965.0,0.0,40.8,90,68.6,77,5,16.1,0.0,1.99999999999998,70,0
5006,16,105.0,3001.0,-0.25,28.6,95,26.3,62,6,16.1,4.7,4.99999999999999,90,0
12963,15,100.0,2866.0,0.51,18.0,91,22.4,93,7,8.0,0.0,6.99999999999999,90,0
478,15,78.0,2241.0,0.0,76.5,93,78.8,62,7,8.0,0.0,14.0,90,0
2164,15,44.0,2272.0,1.6,81.2,95,26.3,71,9,8.0,2.4,104.0,90,6
22920,15,86.0,3355.0,0.7,65.1,94,91.0,98,18,3.2,8.0,34.0,70,2
13770,15,88.0,2552.0,-0.54,18.0,94,40.4,92,18,3.2,0.0,41.0,90,1
2075,15,67.0,2439.0,-0.5,82.0,95,26.3,67,9,8.0,2.4,1.99999999999998,90,0
9382,15,0.0,897.0,0.0,22.4,99,25.9,70,5,16.1,0.0,52.0,70,4
17053,19,87.0,2503.0,-0.71,76.9,94,89.4,85,7,6.4,4.8,7.99999999999998,70,1
6056,14,65.0,2354.0,0.22,82.0,95,80.0,77,5,16.1,0.0,21.0,70,1
6709,14,40.0,2014.0,0.75,81.2,102,80.4,74,5,16.1,0.0,131.0,70,11
1135,15,48.0,2448.0,-1.03,26.3,93,16.9,65,9,8.0,2.4,13.0,90,2
18680,19,93.0,2646.0,0.0,85.5,94,90.6,89,7,6.4,0.0,6.99999999999999,90,0
11640,16,0.0,887.0,0.0,21.6,102,23.1,70,6,16.1,0.0,12.0,70,2
18155,19,96.0,2744.0,-0.23,17.3,91,22.7,87,35,8.0,0.0,0.999999999999988,90,0
8860,15,49.0,2497.0,0.0,27.8,85,17.6,74,7,16.1,0.0,35.0,70,4
3541,16,59.0,1685.0,0.33,23.9,95,26.3,63,6,16.1,4.7,11.0,50,0
21175,16,6.0,1090.0,-0.22,14.1,94,26.7,84,7,8.0,8.0,12.0,70,2
14072,16,92.0,2618.0,0.22,58.8,94,89.0,94,7,8.0,24.0,77.0,90,2
2170,15,56.0,2072.0,0.25,31.4,95,26.3,71,9,8.0,2.4,93.0,90,6
15218,16,63.0,2315.0,0.11,53.3,94,90.6,96,7,8.0,8.0,14.0,70,0
1256,15,66.0,2376.0,-0.24,27.5,85,19.2,65,9,8.0,2.4,21.0,80,0
20721,20,62.0,1778.0,-1.12,15.7,92,21.6,80,18,8.0,0.0,27.0,80,4
17207,19,78.0,2799.0,0.0,17.6,91,24.7,84,7,6.4,4.8,13.0,80,1
590,15,87.0,2514.0,0.0,32.9,84,40.0,61,7,8.0,0.0,19.0,90,1
13901,16,60.0,2207.0,0.46,28.6,94,87.5,89,7,8.0,24.0,28.0,90,1
19385,19,88.0,3199.0,-0.46,18.4,94,25.5,78,7,6.4,4.8,18.0,70,1
16384,16,0.0,660.0,0.0,13.3,94,27.5,88,7,8.0,8.0,7.99999999999998,70,2
2024,15,87.0,2502.0,0.18,27.1,95,26.3,68,9,8.0,2.4,1.99999999999998,70,0
18295,19,78.0,2909.0,0.0,21.6,94,46.7,81,18,3.2,8.8,3.99999999999998,70,0
2379,15,53.0,1941.0,-0.96,24.7,95,26.3,68,9,8.0,2.4,5.99999999999998,50,0
6870,14,18.0,988.0,-1.67,23.5,99,27.5,75,5,16.1,0.0,48.0,70,3
17895,19,74.0,2689.0,-0.94,17.3,92,78.4,80,7,6.4,0.0,0.999999999999988,90,0
1845,15,23.0,1917.0,0.0,36.1,95,26.3,76,7,6.4,1.5,96.0,50,3
12622,15,75.0,2735.0,-0.81,17.3,94,23.9,98,18,3.2,8.0,1.99999999999998,90,0
8414,15,63.0,2276.0,0.0,32.2,87,37.6,72,7,16.1,0.0,7.99999999999998,70,0
9488,15,29.0,1560.0,-0.4,23.5,102,21.2,74,5,16.1,0.0,81.0,70,6
1738,15,0.0,913.0,0.0,20.8,95,26.3,73,7,6.4,1.5,95.0,50,3
3545,16,59.0,1711.0,-2.33,23.9,95,26.3,63,6,16.1,4.7,8.99999999999999,70,1
2810,16,67.0,2432.0,0.0,77.3,95,26.3,69,6,16.1,4.7,4.99999999999999,90,0
21633,15,62.0,2230.0,0.0,53.3,94,92.2,105,18,3.2,0.0,12.0,90,0
