ID,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
3862,16,47.0,2412.0,0.37,82.0,95,26.3,65,6,16.1,4.7,8.99999999999999,70,1
15957,16,97.0,2780.0,0.13,17.6,92,23.1,102,7,8.0,8.0,7.99999999999998,70,0
565,15,69.0,2507.0,-0.91,27.1,87,18.4,73,7,8.0,0.0,11.0,90,0
11373,16,14.0,1179.0,0.23,26.7,97,34.5,74,6,16.1,0.0,28.0,70,0
21542,14,87.0,2584.0,-0.25,82.0,102,80.4,79,7,16.1,0.0,32.0,70,2
8093,15,0.0,897.0,0.0,21.6,93,23.9,66,7,16.1,0.0,20.0,70,0
18126,19,91.0,3278.0,-0.7,18.8,92,25.5,80,35,8.0,0.0,14.0,80,0
19847,19,108.0,3088.0,0.44,70.6,92,91.4,85,7,5.6,9.6,5.99999999999998,90,1
21992,15,71.0,2550.0,0.23,33.7,90,36.1,67,7,8.0,0.0,5.99999999999998,90,0
20619,20,91.0,2589.0,0.47,20.0,91,82.7,84,18,8.0,0.0,26.0,90,3
17846,19,81.0,2916.0,-0.23,18.0,94,23.5,87,7,6.4,0.0,18.0,80,1
5335,16,27.0,1390.0,0.26,32.2,95,26.3,62,6,16.1,4.7,11.0,70,2
20168,20,91.0,2610.0,-0.5,17.3,94,24.3,83,7,8.0,0.0,2.99999999999999,90,0
13801,15,76.0,2772.0,0.33,61.2,94,89.4,92,18,3.2,0.0,6.99999999999999,90,0
10939,16,51.0,2610.0,-0.48,34.1,85,29.0,77,5,16.1,0.0,21.0,70,0
5707,14,84.0,3029.0,0.24,82.0,88,86.7,75,7,16.1,0.0,54.0,90,4
11940,15,97.0,2765.0,0.0,75.3,94,89.8,98,18,3.2,0.0,8.99999999999999,70,0
275,15,78.0,2798.0,0.0,82.0,91,82.7,64,9,16.1,2.4,18.0,70,0
520,15,54.0,2739.0,0.25,41.6,96,74.1,70,7,8.0,0.0,51.0,70,3
7537,15,24.0,2046.0,-0.33,56.5,101,79.6,75,5,16.1,0.0,38.0,70,1
5306,16,0.0,909.0,0.0,21.6,95,26.3,64,6,16.1,4.7,11.0,70,2
17583,19,79.0,2876.0,0.45,85.5,94,92.5,85,7,6.4,0.0,30.0,60,1
16466,16,31.0,2321.0,0.66,16.1,94,31.4,85,7,8.0,8.0,11.0,70,2
17177,19,54.0,1962.0,-0.82,15.7,93,22.7,84,7,6.4,4.8,99.0,70,6
5744,14,71.0,2576.0,0.0,75.7,88,78.8,77,7,16.1,0.0,4.99999999999999,90,1
5114,16,96.0,2746.0,-0.5,27.8,95,26.3,65,6,16.1,4.7,8.99999999999999,70,1
11777,15,0.0,660.0,0.0,12.5,91,23.5,98,18,3.2,0.0,8.99999999999999,70,0
5221,16,42.0,920.0,-1.63,21.6,95,26.3,62,6,16.1,4.7,27.0,70,1
15748,16,51.0,1831.0,0.23,16.9,91,29.4,97,7,8.0,24.0,27.0,80,2
2998,16,72.0,2105.0,-0.66,36.5,95,26.3,68,6,16.1,1.3,13.0,90,1
2403,15,46.0,1764.0,0.2,23.5,95,26.3,69,9,8.0,2.4,3.99999999999998,50,0
12161,15,99.0,2852.0,0.11,68.2,94,89.8,104,18,3.2,0.0,45.0,90,2
18336,19,97.0,2794.0,0.0,17.6,91,25.1,84,35,8.0,0.0,2.99999999999999,70,0
18592,19,63.0,3000.0,0.82,20.0,95,36.5,85,7,6.4,0.0,105.0,90,3
15536,16,51.0,2489.0,-0.12,16.9,90,23.5,93,7,8.0,24.0,26.0,90,1
8280,15,42.0,2145.0,0.18,29.4,97,20.8,78,7,16.1,0.0,52.0,70,3
19191,19,91.0,2600.0,0.16,77.3,94,91.0,84,7,6.4,4.8,3.99999999999998,80,0
20480,20,93.0,2704.0,-0.47,17.6,92,24.3,88,18,8.0,0.0,11.0,80,0
21405,19,74.0,2687.0,0.22,31.0,93,47.8,81,7,6.4,4.8,92.0,60,6
8527,15,0.0,904.0,0.0,21.2,101,22.4,77,7,16.1,0.0,82.0,70,0
11734,15,0.0,651.0,0.0,12.5,99,23.5,98,18,3.2,0.0,8.99999999999999,70,0
6091,14,93.0,2666.0,-0.25,27.5,95,17.3,74,5,16.1,0.0,3.99999999999998,70,0
13230,15,60.0,2175.0,-0.53,15.7,94,21.2,94,18,3.2,8.0,11.0,90,1
9063,15,20.0,1058.0,-1.35,28.2,96,27.8,77,5,16.1,0.0,83.0,70,2
18464,19,27.0,1218.0,-2.9,14.1,91,27.1,85,7,6.4,0.0,82.0,90,3
8815,15,70.0,2543.0,0.18,80.8,93,79.2,77,7,16.1,0.0,63.0,70,0
5116,16,93.0,2676.0,-1.03,27.5,95,26.3,63,6,16.1,4.7,17.0,90,0
4390,16,104.0,2988.0,-0.18,56.5,95,26.3,60,6,16.1,4.7,1.99999999999998,90,0
2198,15,84.0,2419.0,0.25,27.1,95,26.3,68,9,16.1,2.4,8.99999999999999,70,0
2646,16,67.0,2424.0,-0.28,66.3,95,26.3,68,6,16.1,4.7,12.0,90,2
1475,15,70.0,2533.0,0.0,37.6,86,62.0,64,9,8.0,2.4,4.99999999999999,70,0
18263,19,37.0,2802.0,-0.51,16.9,94,20.4,87,18,3.2,8.8,94.0,50,9
9283,15,0.0,903.0,0.0,22.0,98,25.1,69,5,16.1,0.0,35.0,70,1
11989,15,96.0,2734.0,0.0999999999999999,64.3,94,89.4,98,18,3.2,0.0,14.0,90,0
481,15,76.0,2215.0,-0.37,25.5,93,22.4,68,7,8.0,0.0,13.0,90,0
14638,16,67.0,2421.0,0.22,19.2,91,47.5,98,7,8.0,8.0,13.0,70,0
10377,15,23.0,1926.0,-0.78,25.1,100,18.8,68,5,16.1,0.0,81.0,70,5
10488,15,9.0,1521.0,-0.69,24.3,103,18.0,76,5,16.1,0.0,32.0,70,3
5322,16,0.0,911.0,0.0,21.6,95,26.3,64,6,16.1,4.7,11.0,70,2
9350,15,56.0,1996.0,0.34,78.8,101,78.4,66,5,16.1,0.0,33.0,70,2
22090,15,0.0,1155.0,0.0,51.4,99,74.5,75,5,16.1,0.0,26.0,70,1
2861,16,69.0,1972.0,-0.14,82.0,95,26.3,66,6,16.1,1.3,4.99999999999999,90,0
13112,15,0.999999999999997,2052.0,-0.53,29.0,95,82.7,101,18,3.2,8.0,103.0,90,0
12370,15,86.0,2447.0,0.14,16.5,90,41.2,97,18,3.2,0.0,6.99999999999999,80,1
9187,15,30.0,1479.0,-1.74,27.8,96,27.1,75,5,16.1,0.0,73.0,70,1
21313,16,75.0,2690.0,0.0,82.0,95,26.3,66,6,16.1,4.7,27.0,70,1
7299,14,20.0,1117.0,-1.49,23.1,101,23.5,75,5,16.1,0.0,30.0,70,3
3875,16,60.0,2161.0,-0.26,61.6,95,26.3,66,6,16.1,4.7,19.0,70,0
9521,15,0.0,900.0,0.0,22.7,103,27.1,75,5,16.1,0.0,85.0,70,6
12289,15,96.0,2753.0,0.26,33.3,91,80.8,94,18,3.2,0.0,16.0,70,1
5280,16,21.0,1701.0,-0.77,23.5,95,26.3,65,6,16.1,4.7,11.0,70,2
21682,15,68.0,2458.0,-0.63,18.0,94,86.7,102,18,3.2,8.0,72.0,90,4
13151,15,108.0,3060.0,0.11,18.0,91,19.6,92,18,3.2,8.0,4.99999999999999,80,0
6625,14,30.0,2471.0,-0.24,27.8,101,18.4,75,5,16.1,0.0,105.0,70,10
16880,19,88.0,2530.0,0.22,82.7,94,91.8,89,7,5.6,9.6,3.99999999999998,90,0
4421,16,88.0,2514.0,-0.32,77.3,95,26.3,64,6,16.1,4.7,6.99999999999999,90,0
17759,19,74.0,3462.0,1.22,62.7,93,94.5,84,7,6.4,0.0,4.99999999999999,70,0
14648,16,70.0,2545.0,0.0,17.3,92,24.3,98,7,8.0,8.0,4.99999999999999,90,0
13084,15,58.0,2143.0,-0.55,16.1,94,22.4,110,18,3.2,8.0,6.99999999999999,80,1
4172,16,5.0,1382.0,0.25,40.4,95,26.3,57,6,16.1,4.7,22.0,80,1
10520,15,21.0,2933.0,0.47,36.5,103,63.9,76,5,16.1,0.0,33.0,70,3
1260,15,62.0,2261.0,-0.72,26.7,86,19.2,64,9,8.0,2.4,21.0,80,0
9343,15,46.0,2378.0,0.0,26.7,102,18.0,68,5,16.1,0.0,32.0,70,1
20158,20,94.0,2710.0,-0.47,18.0,90,23.9,81,7,8.0,0.0,8.99999999999999,90,1
14791,16,104.0,2998.0,-0.19,18.4,91,36.9,107,7,8.0,8.0,2.99999999999999,90,0
1840,15,13.0,1989.0,1.42,32.2,95,26.3,76,7,6.4,1.5,96.0,50,3
3543,16,62.0,1789.0,0.22,24.7,95,26.3,63,6,16.1,4.7,13.0,50,0
22581,15,56.0,2656.0,1.03,58.4,96,89.8,102,18,3.2,8.0,104.0,90,6
9433,15,41.0,1521.0,-0.23,31.0,100,37.6,73,5,16.1,0.0,51.0,70,5
17488,19,60.0,1722.0,-0.47,15.3,91,22.0,91,7,6.4,0.0,11.0,70,0
11948,15,82.0,2352.0,-0.13,80.0,93,93.7,104,18,3.2,0.0,16.0,90,2
4665,16,105.0,3000.0,0.0,40.4,95,26.3,63,6,16.1,4.7,8.99999999999999,70,1
19058,19,73.0,2670.0,-1.25,44.7,94,87.5,84,7,6.4,0.0,13.0,70,0
17782,19,92.0,3300.0,-0.19,18.8,92,25.9,85,7,6.4,0.0,4.99999999999999,90,0
5384,16,0.0,0.0,0.0,27.5,95,26.3,61,6,16.1,4.7,8.99999999999999,70,1
12403,15,99.0,2813.0,-0.0900000000000002,17.6,91,23.9,107,18,3.2,8.0,8.99999999999999,90,0
18211,19,67.0,2407.0,0.0,74.9,94,90.6,76,35,8.0,0.0,1.99999999999998,60,0
20682,20,88.0,2592.0,0.73,54.1,91,89.0,79,18,8.0,0.0,53.0,90,2
22144,15,70.0,2593.0,-0.93,16.9,92,23.9,101,18,3.2,0.0,90.0,50,3
11640,16,0.0,887.0,0.0,21.6,102,23.1,70,6,16.1,0.0,12.0,70,2
7272,14,0.0,893.0,0.0,22.4,99,25.5,71,5,16.1,0.0,28.0,70,2
6667,14,0.0,898.0,0.0,22.0,102,23.9,74,5,16.1,0.0,132.0,70,10
3498,16,77.0,2777.0,0.0,82.0,95,26.3,65,6,16.1,4.7,67.0,50,1
23125,14,80.0,2294.0,0.0,82.0,90,80.4,81,5,16.1,0.0,8.99999999999999,90,0
11143,16,108.0,3103.0,-0.18,29.0,81,16.9,75,6,16.1,0.0,0.999999999999988,70,0
8464,15,24.0,1987.0,0.77,30.6,93,34.5,73,7,16.1,0.0,67.0,70,1
19322,19,70.0,2538.0,0.23,56.1,91,89.4,83,7,6.4,4.8,36.0,90,0
10722,15,62.0,2249.0,0.0,26.7,96,18.4,72,5,16.1,0.0,3.99999999999998,70,0
4527,16,81.0,2321.0,-0.5,26.3,95,26.3,61,6,16.1,4.7,29.0,90,0
2072,15,71.0,2563.0,-0.5,82.0,95,26.3,67,9,8.0,2.4,1.99999999999998,90,0
1822,15,0.0,903.0,0.0,20.4,95,26.3,75,7,6.4,1.5,96.0,50,3
15076,16,105.0,3008.0,-0.16,17.3,92,24.3,94,7,8.0,8.0,20.0,90,0
15630,16,55.0,2019.0,0.29,15.7,92,21.2,94,7,8.0,24.0,22.0,70,1
20869,20,96.0,2732.0,0.24,17.6,91,23.1,79,7,8.0,0.0,0.999999999999988,70,0
6830,14,15.0,2227.0,1.15,81.2,104,79.6,76,5,16.1,0.0,60.0,70,2
15388,16,46.0,1344.0,0.23,14.1,94,20.8,100,7,8.0,24.0,16.0,80,0
4845,16,83.0,2383.0,0.25,26.3,95,26.3,64,6,16.1,1.3,39.0,60,1
7438,14,13.0,1082.0,-0.24,30.6,97,36.5,74,5,16.1,0.0,68.0,70,3
12376,15,92.0,2627.0,0.11,18.8,91,32.5,94,18,3.2,0.0,7.99999999999998,90,1
15858,16,78.0,2819.0,0.27,16.5,92,25.5,97,7,8.0,24.0,2.99999999999999,70,0
20244,20,100.0,2854.0,0.0,80.4,94,91.4,79,7,8.0,0.0,5.99999999999998,80,0
6536,14,39.0,1950.0,0.75,82.0,101,81.2,75,5,16.1,0.0,73.0,70,2
20645,20,94.0,2708.0,0.23,61.2,93,89.0,78,18,8.0,0.0,17.0,70,0
20219,20,94.0,2719.0,0.22,60.0,92,88.2,85,7,8.0,0.0,2.99999999999999,80,0
2463,16,61.0,2206.0,-0.16,36.5,95,26.3,66,6,16.1,4.7,20.0,70,1
13591,15,82.0,2360.0,0.13,54.5,94,91.0,97,18,3.2,8.0,6.99999999999999,90,0
13145,15,102.0,2904.0,0.26,17.6,91,23.9,93,18,3.2,8.0,1.99999999999998,90,0
6823,14,0.0,890.0,0.0,22.0,104,23.1,76,5,16.1,0.0,60.0,70,2
18881,19,79.0,2836.0,0.18,20.4,94,83.9,88,7,6.4,0.0,35.0,90,2
8402,15,64.0,2285.0,0.49,35.7,89,49.4,77,7,16.1,0.0,30.0,70,0
12790,15,98.0,2827.0,-0.21,62.7,91,89.8,100,7,8.0,0.0,2.99999999999999,90,0
15066,16,106.0,3055.0,0.13,32.2,92,76.9,98,7,8.0,8.0,15.0,80,0
14830,16,93.0,2675.0,0.11,57.6,94,87.1,93,7,8.0,8.0,2.99999999999999,90,0
5616,14,94.0,2705.0,0.0,82.0,87,82.4,76,7,16.1,0.0,11.0,90,0
1080,15,59.0,3003.0,0.24,82.0,87,85.1,69,9,8.0,2.4,1.99999999999998,90,0
9398,15,0.999999999999997,1678.0,0.0,41.6,100,71.4,73,5,16.1,0.0,52.0,70,4
6788,14,0.0,900.0,0.0,21.6,102,23.1,64,5,16.1,0.0,60.0,70,2
18466,19,32.0,1562.0,0.45,25.1,92,80.4,85,7,6.4,0.0,83.0,90,3
6240,14,42.0,2168.0,0.0,25.9,96,17.6,74,5,16.1,0.0,32.0,70,1
16346,16,6.99999999999999,1177.0,-0.11,13.7,94,27.5,92,7,8.0,8.0,7.99999999999998,70,1
10213,15,0.0,895.0,0.0,23.1,91,28.2,73,5,16.1,0.0,71.0,70,4
6700,14,6.0,1521.0,0.66,38.0,103,51.0,69,5,16.1,0.0,130.0,70,10
8130,15,57.0,2079.0,0.72,76.5,98,74.5,70,7,16.1,0.0,22.0,70,0
1916,15,91.0,2637.0,-0.76,27.5,95,26.3,68,6,16.1,0.299999999999998,2.99999999999999,70,0
18593,19,66.0,3064.0,0.51,19.2,95,30.6,85,7,6.4,0.0,103.0,90,3
16814,19,86.0,2459.0,0.0,85.5,94,92.9,85,7,5.6,9.6,7.99999999999998,70,0
16593,16,0.0,448.0,0.0,13.7,95,0.0,94,7,8.0,8.0,8.99999999999999,70,1
12541,15,78.0,2768.0,0.0,81.2,94,91.0,107,18,3.2,8.0,8.99999999999999,70,2
10860,16,42.0,2233.0,0.26,80.8,96,79.2,74,5,16.1,0.0,8.99999999999999,90,0
12268,15,98.0,2801.0,0.0,20.8,92,31.4,96,18,3.2,0.0,6.99999999999999,70,0
15557,16,58.0,2810.0,-0.14,17.6,92,24.3,91,7,8.0,24.0,13.0,90,1
20407,20,96.0,2728.0,0.0,44.7,94,88.6,79,7,8.0,0.0,59.0,90,4
108,15,59.0,2105.0,0.74,46.3,105,62.7,69,9,16.1,2.4,12.0,70,0
227,15,85.0,3069.0,0.23,82.0,90,84.7,66,9,16.1,2.4,11.0,90,0
1405,15,66.0,2403.0,-0.15,26.7,87,17.6,68,9,8.0,2.4,8.99999999999999,70,1
12666,15,103.0,2930.0,0.52,18.0,91,24.7,94,18,3.2,8.0,2.99999999999999,90,0
5424,14,0.0,893.0,0.0,22.0,102,24.7,77,7,16.1,0.0,8.99999999999999,70,0
20339,20,93.0,2663.0,0.22,17.3,92,23.9,81,7,8.0,0.0,32.0,90,0
1027,15,87.0,3124.0,-0.41,28.2,87,15.3,72,9,8.0,2.4,21.0,70,1
15088,16,91.0,2575.0,-1.22,17.3,93,24.3,91,7,8.0,8.0,21.0,90,1
16373,16,6.0,882.0,-0.17,18.0,94,21.6,88,7,8.0,8.0,8.99999999999999,70,1
14561,16,45.0,2250.0,0.53,51.8,94,92.5,93,7,8.0,8.0,55.0,50,2
14345,16,24.0,1865.0,-0.13,15.7,93,22.7,89,7,8.0,8.0,13.0,50,0
14086,16,87.0,2526.0,-0.44,16.9,94,23.5,93,7,8.0,24.0,85.0,90,2
20966,20,120.0,3410.0,0.0,19.2,91,25.5,84,7,8.0,0.0,5.99999999999998,90,0
1633,15,54.0,1961.0,-0.14,82.0,97,82.7,66,7,6.4,1.5,2.99999999999999,70,0
9979,15,0.0,0.0,0.0,27.8,92,0.0,68,5,16.1,0.0,34.0,70,4
17457,19,78.0,2214.0,-0.24,16.1,93,20.4,85,7,6.4,0.0,13.0,70,0
19083,19,93.0,3364.0,0.23,83.9,94,98.4,81,7,6.4,0.0,86.0,80,3
9109,15,0.0,891.0,0.0,21.2,101,23.1,77,5,16.1,0.0,67.0,70,2
9506,15,6.0,1237.0,0.89,25.5,102,33.3,76,5,16.1,0.0,84.0,70,6
3380,16,78.0,2838.0,0.22,81.6,95,26.3,66,6,16.1,4.7,8.99999999999999,70,1
14771,16,109.0,3097.0,0.11,19.2,91,32.9,94,7,8.0,8.0,6.99999999999999,90,0
12416,15,97.0,2762.0,0.14,18.8,92,27.8,101,18,3.2,8.0,7.99999999999998,90,0
19180,19,92.0,2633.0,0.0,82.0,94,91.0,83,7,6.4,4.8,2.99999999999999,80,0
10943,16,51.0,2564.0,-0.48,34.5,86,46.3,73,5,16.1,0.0,21.0,70,0
22404,15,75.0,2722.0,0.0,18.8,93,83.5,101,18,3.2,8.0,1.99999999999998,70,0
246,15,88.0,2519.0,-0.24,82.0,90,81.2,63,9,16.1,2.4,6.99999999999999,90,0
12183,15,44.0,2142.0,-0.95,16.1,93,22.7,104,18,3.2,0.0,16.0,80,0
13512,15,57.0,2721.0,0.35,60.8,94,89.0,94,18,3.2,8.0,11.0,90,2
15604,16,64.0,2303.0,0.13,16.5,91,34.5,88,7,8.0,24.0,27.0,90,1
20953,20,112.0,3213.0,0.27,17.6,91,19.2,81,7,8.0,0.0,5.99999999999998,90,0
7549,15,24.0,2042.0,0.4,34.1,102,55.7,79,5,16.1,0.0,32.0,70,1
22567,15,66.0,2363.0,0.49,26.7,83,17.6,66,9,8.0,2.4,5.99999999999998,90,0
18123,19,92.0,3381.0,-0.24,47.1,92,91.0,80,35,8.0,0.0,13.0,70,0
16639,18,0.0,669.0,0.0,12.9,96,24.3,85,7,4.0,8.8,8.99999999999999,70,0
19861,19,110.0,3170.0,-0.87,18.4,94,26.3,87,7,5.6,9.6,19.0,90,1
21177,15,76.0,2778.0,-0.23,38.0,94,89.4,109,18,3.2,8.0,0.999999999999988,70,0
22910,15,0.0,0.0,0.0,27.8,95,0.0,76,5,16.1,0.0,71.0,70,4
21264,16,106.0,3039.0,0.13,17.3,90,24.3,106,7,8.0,8.0,3.99999999999998,90,0
9418,15,21.0,1911.0,-0.53,39.2,101,71.8,70,5,16.1,0.0,75.0,70,3
15085,16,105.0,2967.0,-0.13,16.9,92,22.4,96,7,8.0,8.0,21.0,90,1
9009,15,1.99999999999999,1500.0,0.0,39.6,96,53.7,67,7,16.1,0.0,47.0,70,4
20649,20,100.0,2853.0,0.23,63.1,92,89.4,78,18,8.0,0.0,14.0,60,0
18322,19,100.0,2861.0,0.560000000000001,20.0,91,73.3,84,35,8.0,0.0,5.99999999999998,70,0
8095,15,0.0,907.0,0.0,21.6,93,23.5,69,7,16.1,0.0,20.0,70,0
1247,15,61.0,2209.0,-0.44,25.9,84,17.3,65,9,8.0,2.4,18.0,80,0
1362,15,25.0,2007.0,-0.25,34.1,104,34.9,64,9,8.0,2.4,104.0,90,6
22913,19,76.0,2767.0,0.18,83.9,92,91.4,81,7,6.4,4.8,90.0,60,6
21557,19,31.0,2294.0,0.24,18.4,94,34.9,91,18,3.2,8.8,96.0,50,9
10644,15,38.0,1946.0,-0.14,31.8,101,39.6,69,5,16.1,0.0,40.0,70,1
17473,19,85.0,2394.0,0.0,16.9,91,23.1,91,7,6.4,0.0,16.0,60,0
13115,15,2.99999999999999,1887.0,-0.54,38.0,95,85.9,100,18,3.2,8.0,105.0,90,6
6349,14,0.0,0.0,0.0,25.9,101,60.4,77,5,16.1,0.0,87.0,70,7
17753,19,55.0,2634.0,0.23,17.3,94,23.1,81,7,6.4,0.0,11.0,90,1
8275,15,29.0,1466.0,0.55,81.6,97,76.5,75,7,16.1,0.0,48.0,70,3
7162,14,0.0,904.0,0.0,22.0,104,23.5,80,5,16.1,0.0,64.0,70,3
456,15,79.0,2260.0,0.0,82.0,94,79.6,59,7,8.0,0.0,46.0,90,2
13296,15,75.0,2718.0,0.27,17.3,91,24.3,100,18,3.2,8.0,4.99999999999999,50,0
11808,15,0.0,667.0,0.0,12.9,94,23.9,94,18,3.2,0.0,8.99999999999999,70,0
10193,15,29.0,2507.0,-0.5,36.5,89,54.1,73,5,16.1,0.0,84.0,70,5
7268,14,0.0,896.0,0.0,22.4,99,25.9,71,5,16.1,0.0,28.0,70,2
5723,14,71.0,2560.0,0.24,81.6,88,80.4,74,7,16.1,0.0,2.99999999999999,70,0
6818,14,0.0,894.0,0.0,22.0,104,22.7,76,5,16.1,0.0,60.0,70,2
7134,14,11.0,1657.0,1.1,32.5,103,56.5,70,5,16.1,0.0,72.0,70,3
13724,15,87.0,2515.0,0.13,57.3,94,89.4,89,18,3.2,0.0,6.99999999999999,70,1
2641,16,64.0,3250.0,0.58,82.0,95,26.3,67,6,16.1,4.7,12.0,50,9
15080,16,106.0,3064.0,0.12,29.0,91,76.9,94,7,8.0,8.0,19.0,90,1
